COUNTRY_WB,YEAR,Escrow Account,GDP_GROWTH,INFLATION,CURRENT_ACCOUNT,imf_borrowing_ratio,prgt_ratio,overdue_ratio,sdr_to_quota_ratio,sdr_utilization_ratio,TOTAL_RESERVES,SHORT_TERM_DEBT_RESERVES,DISASTER_COUNT,CLIMATE_DEATHS,CLIMATE_AFFECTED,CLIMATE_DAMAGE,LOG_CLIMATE_DEATHS,LOG_CLIMATE_AFFECTED,LOG_CLIMATE_DAMAGE,FX_VOLATILITY,GDP_GROWTH_LAG1,SHORT_TERM_DEBT_RESERVES_LAG1,FX_VOLATILITY_LAG1,CLIMATE_DAMAGE_LAG1,CLIMATE_AFFECTED_LAG1,CLIMATE_DAMAGE_X_GDP,RESERVES_X_FX,RESERVE_COVERAGE,IMF_DEPENDENCE_RISK,TOTAL_RESERVES_PCT,SHORT_TERM_DEBT_PCT,RESERVE_ADEQUACY_RISK,MACROECONOMIC_RISK,CLIMATE_VULNERABILITY_RISK,MARKET_VULNERABILITY_RISK,SOVEREIGN_RISK_SCORE,ADJUSTED_RISK_SCORE,ML_WEIGHTED_RISK_SCORE,IMF_FLAG,PRGT_FLAG,RESERVE_FLAG,FX_FLAG,GDP_FLAG,DISTRESS_SIGNAL_COUNT,DISTRESS,DISTRESS_NEXT_YEAR,PD,RISK_CATEGORY
Afghanistan,2007,-0.06191586315688352,1.9591454235184407,0.05157845765143439,0.005523616068949619,-0.31824674049981705,-0.13807356015691624,-0.08994172213684518,-0.008345173884936552,-1.051244354414472,-0.2353830686123687,-0.08958306454314315,1.8828523681225011,0.00816651811339541,-0.09306683430205209,-0.10435623005714748,2.0613797121446593,0.9673700235863348,-0.49097208006925236,-0.20499215988143493,1.4885910180206472,-0.08568768496477004,-0.20240872781744226,-0.10342782914254034,-0.09315608454436655,-0.27325777434878024,-0.09114905060214486,-0.10783724506364155,-0.3211703102185974,0.5001044204664115,0.49993038635572573,-8.701705534286397e-05,-0.6376968606453186,1.1051575059460605,-0.14728761221228903,-0.276560450032887,-0.1383886544349922,-0.14168621386783642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.043436296125864436,Stable
Afghanistan,2008,-0.06191586315688352,0.16271897183126652,0.8306993329468171,0.005523616068949619,-0.22872286046157106,0.11917982396335973,-0.08994172213684518,-0.008345173884936552,-1.082090207140371,-0.24517718972075062,-0.1989924171196589,0.5185560620402954,0.22201063251582664,-0.04233385949297931,-0.10435623005714748,2.771573460692303,1.443249678794677,-0.49097208006925236,8.291775503992941,0.6136563498022349,-0.15675484031224565,6.318330064561858,-0.10342782914254034,-0.05416761836299347,-0.27325777434878024,0.058030301202099205,-0.10782202622924968,-0.2579840279320728,0.3453184824225548,0.03609467455621302,-0.1546119039331709,0.22081891501553366,1.0606017803645056,3.8265044729842455,0.9086818640336338,0.923873855666721,1.0724781611053407,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.26206984104563863,Vulnerable
Afghanistan,2009,-0.06191586315688352,3.331540545819204,-0.6288741392600045,0.3196191206875193,-0.1727704354376673,0.27996318903853223,-0.08994172213684518,-0.008344314063967528,-0.47863852593506623,-0.23912288794530595,-0.1994747912667268,0.8596301385608468,-0.03476986136995268,-0.08878663175903542,-0.10008523259683474,1.5028363629098525,1.1041871514476276,1.4767266003293384,-0.20499215988143493,2.548522388346099,-0.18074032010327956,1.9711708696423245,-0.10022187614763228,-0.07634020453924387,7.807848582629868,-0.09114905060214486,-0.10781881533720918,-0.0939463617070028,0.3948833971458406,0.032474765053950576,-0.181204316045945,-1.1934231735132634,1.2358450633119162,-0.20223347557408086,-0.417701831710073,-0.25234714220787413,-0.27185344694319813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.022402982801512213,Stable
Afghanistan,2010,-0.06191586315688352,2.0564154921280746,-0.23401423487413264,-0.082354800558365,-0.13919898042332507,0.3764332080836357,-0.08994172213684518,-0.008343454242998505,0.12336471977639792,-0.23471000460058394,-0.1923175559244273,0.5185560620402954,-0.023250344923200755,-0.0911637866996397,-0.10435623005714748,1.7261901175920038,1.0413808459339813,-0.49097208006925236,1.3080625993542423,2.383757546252753,-0.17642616059905114,0.9593059049144561,-0.10235917814423766,-0.08974608922023716,-0.27325777434878024,-0.0439013953687001,-0.10783299273950438,0.05246275421137297,0.5855551688130873,0.05892794987817612,-0.26331360946745563,-0.7360249754812808,0.6987887363742571,0.5578725217149075,-0.09725082725561399,-0.017646870892626867,-0.009942840790107953,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.06149826447447039,Stable
Afghanistan,2011,-0.06191586315688352,-0.47204687502848763,0.18877886700218632,-0.6960652172530275,-0.1273152795332924,0.4105818873916369,-0.08994172213684518,-0.008343454242998505,0.1223751990187688,-0.2289207494697224,-0.19589943375374066,0.8596301385608468,-0.036445427398571144,0.11541524941818902,-0.07403214808892704,1.4594795978376165,1.682851029900917,1.8661623322143335,-0.06626734807039204,0.16017532108817667,-0.17716761360648098,0.29193784948164325,-0.08066556287869316,0.06470710059647788,-0.0803071461406603,-0.08280274779115128,-0.10783018206537145,0.06147132609945392,0.6083884441350504,0.04834667594848591,-0.2800208840932823,0.4522969864279005,1.4670307746284283,-0.13108339091206636,0.025666009380501443,0.16980248590529412,0.12763359351294165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06935571474732967,Stable
Afghanistan,2012,-0.06191586315688352,1.7642807745123248,-0.04678220095173886,-1.6020546816132808,-0.0727492862798925,0.567381239880876,-0.08994172213684518,-0.008343454242998505,0.11132205082126424,-0.22498479812819253,-0.19442235173094838,2.2239264446430527,0.0025114827668081016,-0.09011738126488927,-0.10435623005714748,2.015955283203371,1.0718139183256246,-0.49097208006925236,7.4719253000815105,1.209294276527777,-0.17699369533569423,5.724912339664655,-0.09584040705459128,-0.037872795999523756,-0.27325777434878024,0.22763262451715108,-0.10783167088741953,0.1015337656084808,0.6237034458753916,0.05252349460494257,-0.28558997563522454,-0.0696694312835943,1.2051808915256987,3.638751474175281,0.8462564582162357,0.8821489015471821,1.0020700139664624,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.1946077050740166,Vulnerable
Afghanistan,2013,-0.06191586315688352,0.46675684916334886,-0.0052937726436317846,-1.562357106185154,-0.0773443172907051,0.5541770838817821,-0.08994172213684518,-0.008343454242998505,0.04711492287401662,-0.22432161965794023,-0.19502717114369716,1.2007042150813982,-0.02639203122686037,-0.09422526865351742,-0.10435623005714748,1.674893797854205,0.8999583052260628,-0.49097208006925236,-0.20499215988143493,0.7936529528953524,-0.17706324815445681,1.7614640317445398,-0.10342782914254034,-0.0923768161682291,-0.27325777434878024,-0.09114905060214486,-0.1078311395396287,0.08513250261705002,0.627323355377654,0.05001740341106857,-0.28865297598329276,0.36343549479272447,0.8211460595231034,-0.20000966551256605,-0.010023661021521078,0.07309331103294138,0.03727801700254778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.04950885988882401,Stable
Afghanistan,2014,-0.06191586315688352,-0.05508022733698114,-0.1244047193976695,-0.9116298267877805,-0.12249247758875416,0.4244405597441341,-0.08994172213684518,-0.008343454242998505,-0.06039074357011659,-0.22315653094333548,-0.19103138449892876,0.5185560620402954,0.06660188336146428,-0.07961373775132775,-0.10371558043810057,2.3770650868701892,1.239576135313887,1.0998508563140426,0.14636931464043493,0.07516242222803697,-0.17471692914920003,0.06786857581887844,-0.10294693619330413,-0.08243785539932252,0.5589011667383381,-0.07183012761843885,-0.1078335466042399,0.02865443244108393,0.6331709014966933,0.06449704142011835,-0.28433693003828747,0.2807684449090307,1.3087620351346037,-0.022331034929246915,0.0006887280956450609,0.13149605879954093,0.09894242880471518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0677289984557423,Stable
Afghanistan,2015,-0.06191586315688352,-0.28608559686608875,-0.35876808749925493,-1.331441941846065,-0.1777120743911059,0.265763029892955,-0.08994172213684518,-0.008343454242998505,-0.19175138106522263,-0.22583795193680148,-0.18265323423377253,0.5185560620402954,-0.02827704300905614,-0.08513853222300402,-0.10435623005714748,1.641237763729597,1.1708640422795216,-0.49097208006925236,-0.20499215988143493,-0.2297100164347874,-0.16868059882540376,-0.11231629327200203,-0.10326753149279494,-0.08292892844361668,-0.27325777434878024,-0.09114905060214486,-0.10783533532346146,-0.040397120388643445,0.6206404455273233,0.08510268012530456,-0.2677688827010094,0.4195864837376329,0.7099214469950403,-0.19382269705760374,-0.020600554102405924,0.0524516460073387,0.02474209634595101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06551881602864024,Stable
Afghanistan,2016,-0.06191586315688352,-0.13930659482603744,-0.13714713427853584,-0.8554137825658004,-0.3330865116632329,-0.18071672251458307,-0.08994172213684518,-0.008344492584865883,-0.3338019791090564,-0.22435463335865616,-0.17923483904628318,0.8596301385608468,-0.03623598164499384,-0.09670747326575661,-0.10435623005714748,1.4651198503431584,-0.8486171474902166,-0.49097208006925236,-0.3301198919196872,-0.17717737519041532,-0.1648035755712566,-0.29777033354562693,-0.10342782914254034,-0.09299420986565335,-0.27325777434878024,-0.09240367538209326,-0.10783568394685918,-0.18917828560171668,0.6270449008005569,0.09707622694048033,-0.26498433693003826,0.285857747704434,0.24629019033613408,-0.2546773654829852,-0.10574556007757653,-0.07054198503620547,-0.08554800116563094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.03687269466112179,Stable
